movie_title,release_date,month_released,rated,genre,runtime_minutes,belongs_to_collection,tagline,production_budget_usd,domestic_gross_usd,worldwide_gross_usd,imdb_score,dir_acted,dir_animation_dept,dir_art_dept,dir_art_dir,dir_assistant_dir,dir_camera_dept,dir_casting_dept,dir_casting_dir,dir_cinematographer,dir_composer,dir_costume_designer,dir_editor,dir_editorial_dept,dir_location_management,dir_makeup_dept,dir_music_artist,dir_music_dept,dir_producer,dir_production_designer,dir_production_manager,dir_script_dept,dir_sound_dept,dir_soundtrack,dir_special_effects,dir_stunts,dir_visual_effects,dir_writer
Priest,2011-05-05,5,PG-13,Action,87.0,0,Vampire Killer,60000000,29136626,84154026,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Johnny English Reborn,2011-09-15,10,PG,Action,101.0,1,One man. One mission. No chance.,45000000,8406711,164640401,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bucky Larson: Born to Be a Star,2011-09-09,9,R,Comedy,97.0,0,There Are No Small Actors. Just Small Parts.,10000000,2529395,2529395,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Diary of a Wimpy Kid: Rodrick Rules,2011-03-25,3,PG,Animation,100.0,1,Welcome to the next grade,18000000,52698535,73695194,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kill List,2011-09-02,9,Not Rated,Action,95.0,0,,800000,29063,462206,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Carnage,2011-09-16,12,R,Comedy,80.0,0,A new comedy of no manners,25000000,2546747,38112154,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Attack the Block,2011-05-12,7,R,Action,88.0,0,Inner City vs. Outer Space,13000000,1024175,6459183,6.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Guard,2011-07-07,7,R,Comedy,96.0,0,The FBI are about to discover that things work a little differently around here.,6000000,5359774,21197454,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Young Adult,2011-12-16,12,R,Comedy,94.0,0,Everyone gets old. Not everyone grows up.,12000000,16311571,22750356,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Devil's Double,2011-02-11,7,R,Biography,109.0,0,"The 80's were brilliant, if you were in charge.",19100000,1361512,5965646,7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Another Earth,2011-07-22,7,PG-13,Drama,92.0,0,,175000,1321194,2102779,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Like Crazy,2011-10-28,10,PG-13,Drama,86.0,0,I Want You. I Need You. I Love You. I Miss You.,250000,3395391,3728400,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
What's Your Number?,2011-09-30,9,R,Comedy,106.0,0,Ally's looking for the best ex of her life.,20000000,14011084,30163785,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Beastly,2011-01-21,3,PG-13,Drama,86.0,0,Love is never ugly.,17000000,27865571,38028230,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
My Week with Marilyn,2011-10-17,11,R,Biography,99.0,0,,10000000,14597405,34240572,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Season of the Witch,2011-01-07,1,PG-13,Action,95.0,0,Not all souls can be saved.,40000000,24827228,91126600,5.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnie the Pooh,2011-04-13,4,G,Animation,63.0,0,Oh Pooh.,30000000,26692846,50145607,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hobo with a Shotgun,2011-05-06,5,Not Rated,Action,86.0,0,"Delivering justice, one shell at a time...",3000000,703372,834953,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Eagle,2011-02-08,2,PG-13,Action,114.0,0,The destiny of a soldier. The honour of a slave. The fate of an empire.,25000000,19490041,38993548,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Rum Diary,2011-10-13,10,R,Comedy,119.0,0,One part outrage. One part justice. Three parts rum. Mix well.,45000000,13109815,21544732,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Red Riding Hood,2011-03-11,3,PG-13,Fantasy,100.0,0,Who's afraid?,42000000,37662162,91678442,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
The Roommate,2011-02-04,2,PG-13,Drama,94.0,0,"2,000 colleges. 8 million roommates. Which one will you get?",16000000,37300107,52545707,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Monte Carlo,2011-07-01,7,PG,Adventure,109.0,0,She's having the time of someone else's life.,20000000,23186769,39686769,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Rite,2011-01-28,1,PG-13,Drama,114.0,0,You can only defeat it when you believe.,37000000,33047633,97143987,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alvin and the Chipmunks: Chipwrecked,2011-12-14,12,G,Animation,87.0,1,This holiday it's gonna get squeaky.,80000000,133107389,349088523,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Our Idiot Brother,2011-08-26,8,R,Comedy,90.0,0,Everybody has one,5000000,24814830,25861249,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weekend,2011-09-22,9,Not Rated,Drama,97.0,0,A (sort of) love story between two guys over a cold weekend in October.,190000,484592,1577585,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Sanctum,2011-02-03,2,R,Action,108.0,0,The only way out is down.,30000000,23209310,108957098,5.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Big Year,2011-10-13,10,PG,Comedy,102.0,0,Everyone is searching for something.,41000000,7204138,7684524,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Straw Dogs,2011-09-16,9,R,Action,110.0,0,Everyone Has A Breaking Point,25000000,10324441,11253821,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Red State,2011-08-19,9,R,Action,88.0,0,Fear God.,4000000,1065429,1983596,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Trespass,2011-10-13,10,R,Crime,91.0,0,When terror is at your doorstep. You can run. Or you can fight.,35000000,16816,786532,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Machine Gun Preacher,2011-09-23,9,R,Action,129.0,0,Hope is the greatest weapon of all,30000000,538690,3721988,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30 Minutes or Less,2011-08-11,8,R,Action,83.0,0,A lot can happen in 30 minutes.,28000000,37053924,41146935,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Courageous,2011-09-30,9,PG-13,Drama,130.0,0,Honor Begins at Home.,2000000,35017223,35680886,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Apollo 18,2011-07-20,9,PG-13,Horror,86.0,0,There's a reason we've never gone back to the moon.,5000000,17686929,26517819,5.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anonymous,2011-10-21,10,PG-13,Drama,130.0,0,Was Shakespeare a Fraud?,27500000,4463292,15815509,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Hop,2011-03-30,4,PG,Animation,95.0,0,"Candy, chicks and rock 'n' roll.",63000000,108085305,188494082,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Happy Feet Two,2011-11-17,11,PG,Animation,117.0,1,Every step counts.,135000000,64006466,157956462,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beaver,2011-02-11,5,PG-13,Drama,91.0,0,He's here to save Walter's life.,21000000,970816,5046038,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Win Win,2011-03-18,3,R,Comedy,106.0,0,"In the game of life, you can't lose 'em all.",5000000,10179275,11869063,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Big Mommas: Like Father, Like Son",2011-02-16,2,PG-13,Action,107.0,1,Momma's got back-up.,32000000,37915414,82332450,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Dilemma,2011-01-13,1,PG-13,Comedy,111.0,0,Two best friends. Nothing could come between them... or could it?,70000000,48475290,70546865,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Dolphin Tale,2011-09-23,9,PG,Drama,113.0,1,Inspired by the amazing true story of Winter.,37000000,72286779,96068724,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Avengers,2012-04-25,4,PG-13,Action,143.0,1,Some assembly required.,225000000,623357910,1515100211,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Django Unchained,2012-12-25,12,R,Drama,165.0,0,"Life, liberty and the pursuit of vengeance.",100000000,162805434,449841566,8.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Hobbit: An Unexpected Journey,2012-11-26,12,PG-13,Adventure,169.0,1,From the smallest beginnings come the greatest legends.,200000000,303003568,1014938545,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Hunger Games,2012-03-12,3,PG-13,Action,142.0,1,May The Odds Be Ever In Your Favor.,80000000,408010692,677923379,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Dark Knight Rises,2012-07-16,7,PG-13,Action,164.0,1,The Legend Ends,230000000,448139099,1082228107,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Pitch Perfect,2012-09-28,9,PG-13,Comedy,112.0,1,Get pitch slapped.,17000000,65001093,116044347,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Prometheus,2012-05-30,5,R,Adventure,124.0,1,The Search for Our Beginning Could Lead to Our End.,125000000,126477084,402448265,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Moonrise Kingdom,2012-05-16,5,PG-13,Comedy,94.0,0,A tormenting and surprising story of children and adults during the stormy days of the summer of 1965.,16000000,45512466,68848446,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Argo,2012-10-11,10,R,Biography,120.0,0,The movie was fake. The mission was real.,44500000,136025503,227140757,7.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Jack Reacher,2012-12-20,12,PG-13,Action,130.0,1,The Law Has Limits. He Does Not.,60000000,80070736,217370736,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Zero Dark Thirty,2012-12-19,12,R,Drama,157.0,0,The Greatest Manhunt in History,52500000,95720716,134612435,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Cloud Atlas,2012-10-26,10,R,Action,172.0,0,Everything is Connected,102000000,27108272,130673154,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skyfall,2012-10-25,10,PG-13,Action,143.0,1,Think on your sins.,200000000,304360277,1110526981,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Perks of Being a Wallflower,2012-09-20,9,PG-13,Drama,103.0,0,We are infinite.,13000000,17742948,33069303,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Amazing Spider-Man,2012-06-27,6,PG-13,Action,136.0,1,The untold story begins.,220000000,262030663,757890267,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Silver Linings Playbook,2012-09-08,11,R,Comedy,122.0,0,Watch For The Signs,21000000,132092958,236412453,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Snow White and the Huntsman,2012-05-30,5,PG-13,Action,127.0,1,The Fairytale is Over,170000000,155136755,401021746,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Master,2012-09-07,9,R,Drama,138.0,0,Every Man Needs a Guide,37500000,16247159,29044338,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Looper,2012-09-26,9,R,Action,119.0,0,"Hunted By Your Future, Haunted By Your Past",30000000,66486205,170466405,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Killing Them Softly,2012-09-20,9,R,Crime,97.0,0,In America you're on your own.,15000000,14945541,39238443,6.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Flight,2012-11-02,11,R,Drama,138.0,0,,31000000,93772375,160558438,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21 Jump Street,2012-03-12,3,R,Action,109.0,1,They thought the streets were mean. Then they went back to high school.,42000000,138447667,202812429,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ted,2012-06-29,6,R,Comedy,106.0,1,Ted is coming.,50000000,218665740,556016627,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Sinister,2012-03-29,10,R,Horror,110.0,1,"Once you see him, nothing can save you.",3000000,48086903,87727807,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
This Means War,2012-02-14,2,PG-13,Action,103.0,0,It's SPY Against SPY,65000000,54760791,156974557,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lincoln,2012-11-09,11,PG-13,Biography,150.0,0,"With the moral courage and fierce determination to succeed, his choices will change the fate of generations to come.",65000000,182207973,273346281,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Brave,2012-06-21,6,PG,Animation,93.0,0,Change your fate.,185000000,237282182,554606532,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dredd,2012-09-07,9,R,Action,95.0,0,Judgement is coming,45000000,13414714,41467606,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dark Shadows,2012-05-08,5,PG-13,Comedy,113.0,0,Every Family Has Its Demons,150000000,79727149,238202668,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
John Carter,2012-03-07,3,PG-13,Action,132.0,0,"Lost in our world, found in another.",263700000,73058679,282778100,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Battleship,2012-04-11,4,PG-13,Action,131.0,0,The Battle for Earth Begins at Sea,220000000,65233400,313477717,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Magic Mike,2012-06-28,6,R,Comedy,110.0,1,Work all day. Work it all night.,7000000,113721571,170549753,6.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hotel Transylvania,2012-09-20,9,PG,Animation,91.0,1,Where monsters go to get away from it all,85000000,148313048,378119469,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Lawless,2012-08-29,8,R,Crime,116.0,0,"When the law became corrupt, outlaws became heroes.",26000000,37397291,54393687,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Underworld: Awakening,2012-01-19,1,R,Action,88.0,1,Vengeance Returns,70000000,62321039,160379930,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safe House,2012-02-09,2,R,Action,115.0,0,No one is safe,85000000,126181630,207884401,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Seeking a Friend for the End of the World,2012-06-22,6,R,Adventure,101.0,0,Nice knowing you.,10000000,7078738,11766959,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Bourne Legacy,2012-08-08,8,PG-13,Action,135.0,1,There Was Never Just One,125000000,113203870,280355920,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Abraham Lincoln: Vampire Hunter,2012-06-20,6,R,Action,105.0,0,Are you a patriot or a vampire?,67500000,37519139,137489730,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Wreck-It Ralph,2012-11-01,11,PG,Animation,101.0,1,The story of a regular guy just looking for a little wreck-ognition.,165000000,189412677,496511521,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Recall,2012-08-02,8,PG-13,Action,118.0,0,What Is Real?,125000000,58877969,211856088,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Project X,2012-03-01,3,R,Comedy,88.0,0,Witness it,12000000,54731865,103028188,6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
American Reunion,2012-04-04,4,R,Comedy,113.0,1,Save the best piece for last.,50000000,56758835,236799211,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wanderlust,2012-02-23,2,R,Comedy,98.0,0,Leave your baggage behind,32500000,17288155,24159934,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Savages,2012-07-06,7,R,Crime,131.0,0,Young Beautiful Deadly.,45000000,47323100,82513490,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Life of Pi,2012-11-20,11,PG,Adventure,127.0,0,Believe The Unbelievable,120000000,124987022,619310368,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Anna Karenina,2012-09-06,9,R,Drama,129.0,0,An epic story of love.,49000000,12816367,71004627,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Resident Evil: Retribution,2012-09-12,9,R,Action,95.0,1,The Ultimate Battle Begins,65000000,42345531,240647629,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Men in Black 3,2012-05-23,5,PG-13,Action,106.0,1,They are back... in time.,215000000,179020854,654213485,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Journey 2: The Mysterious Island,2012-01-19,2,PG,Action,94.0,1,Believe the Impossible. Discover the Incredible.,79000000,103860290,318146162,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Seven Psychopaths,2012-09-07,10,R,Comedy,110.0,0,They Won't Take Any Shih Tzu.,13500000,15024049,33035736,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Rock of Ages,2012-06-13,6,PG-13,Comedy,123.0,0,Nothin' but a good time,70000000,38518613,61031932,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Dictator,2012-05-15,5,R,Comedy,83.0,0,kurd,65000000,59650222,180148897,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Watch,2012-07-26,7,R,Comedy,102.0,0,Got Protection?,55000000,34353000,67130045,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Expendables 2,2012-08-08,8,R,Action,103.0,1,Back for War.,100000000,85028192,311979256,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Safety Not Guaranteed,2012-06-08,6,R,Comedy,86.0,0,What would you go back for?,750000,4010957,4422318,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Chronicle,2012-02-01,2,PG-13,Adventure,89.0,0,What are you capable of?,12000000,64575175,123681790,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Red Dawn,2012-11-21,11,PG-13,Action,93.0,0,Welcome To the Home of the Brave,65000000,44806783,48164150,5.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
End of Watch,2012-09-20,9,R,Action,109.0,0,Every moment of your life they stand watch,15000000,41003371,57586606,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Wrath of the Titans,2012-03-27,3,PG-13,Action,99.0,1,Feel the Wrath,150000000,83670083,305270083,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Man on a Ledge,2012-01-13,1,PG-13,Action,102.0,0,You can only push an innocent man so far,42000000,18620000,49621440,6.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Diary of a Wimpy Kid: Dog Days,2012-08-02,8,PG,Animation,94.0,1,School's Out for the summer,22000000,49008662,77229695,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Lucky One,2012-04-19,4,PG-13,Drama,101.0,0,,25000000,60457138,96633833,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rise of the Guardians,2012-11-21,11,PG,Animation,97.0,0,You better believe.,145000000,103412758,306941670,7.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Madagascar 3: Europe's Most Wanted,2012-06-06,6,PG,Animation,95.0,1,"Six years ago, they disappeared without a trace. Next summer, they finally resurface.",145000000,216391482,746921271,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Five-Year Engagement,2012-04-27,4,R,Comedy,124.0,0,A comedy about the journey between popping the question and tying the knot.,30000000,28700285,61623819,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
House at the End of the Street,2012-09-21,9,PG-13,Drama,101.0,0,Fear reaches out... for the girl next door.,6900000,31611916,44103982,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Sessions,2012-05-02,10,R,Biography,95.0,0,The festival hit of the year!,1000000,6002451,11495204,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Woman in Black,2012-02-01,2,PG-13,Drama,95.0,1,What did they see?,15000000,54333290,128955898,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Three Stooges,2012-04-13,4,PG,Comedy,92.0,0,Just Say Moe.,30000000,44338224,54052249,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Think Like a Man,2012-04-16,4,PG-13,Comedy,123.0,1,Let the mind games begin.,12000000,91547205,113373764,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Vow,2012-02-05,2,PG-13,Drama,104.0,0,,30000000,125014030,197618160,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Taken 2,2012-09-27,9,PG-13,Action,92.0,1,First they took his daughter. Now they're coming for him.,45000000,139854287,377807404,6.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Compliance,2012-08-23,8,R,Crime,90.0,0,Power. Manipulation. Obedience.,270000,319285,830700,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Company You Keep,2012-09-06,12,R,Drama,125.0,0,The greatest manhunt in history.,2000000,5132442,21087760,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Act of Valor,2012-02-24,2,R,Action,110.0,0,The only easy day was yesterday,12000000,70012847,82497035,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On the Road,2012-05-22,5,R,Adventure,124.0,0,The best teacher is experience.,25000000,720828,9313302,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
