movie_title,release_date,month_released,rated,genre,runtime_minutes,belongs_to_collection,tagline,production_budget_usd,domestic_gross_usd,worldwide_gross_usd,imdb_score,dir_acted,dir_animation_dept,dir_art_dept,dir_art_dir,dir_assistant_dir,dir_camera_dept,dir_casting_dept,dir_casting_dir,dir_cinematographer,dir_composer,dir_costume_designer,dir_editor,dir_editorial_dept,dir_location_management,dir_makeup_dept,dir_music_artist,dir_music_dept,dir_producer,dir_production_designer,dir_production_manager,dir_script_dept,dir_sound_dept,dir_soundtrack,dir_special_effects,dir_stunts,dir_visual_effects,dir_writer
A Time to Kill,1996-07-24,7,R,Crime,149.0,0,Experience a time you'll never forget.,40000000,108766007,152266007,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Craft,1996-05-03,5,R,Drama,101.0,0,Welcome to the witching hour.,15000000,24769466,55669466,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mars Attacks!,1996-12-12,12,PG-13,Comedy,106.0,0,Nice planet. We'll take it!,80000000,37771017,101371017,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The English Patient,1996-11-14,11,R,Drama,162.0,0,"In love, there are no boundaries.",35000000,78716374,231710008,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
The Long Kiss Goodnight,1996-10-11,10,R,Action,121.0,0,What's forgotten is not always gone.,65000000,33447612,33447612,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bottle Rocket,1996-02-21,2,R,Comedy,91.0,0,"They're not really criminals, but everyone's got to have a dream.",5000000,407488,407576,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bound,1996-09-13,10,R,Crime,109.0,0,"In their world, you can't buy freedom, but you can steal it.",4500000,3802260,7011317,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sling Blade,1996-08-30,11,R,Drama,135.0,0,A simple man. A difficult choice.,4833610,24475416,34175000,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
The Mirror Has Two Faces,1996-11-15,11,PG-13,Comedy,126.0,0,A story about just how wrong two people can be before they can be right.,42000000,41267469,41267469,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
That Thing You Do!,1996-10-04,10,PG,Comedy,108.0,0,In every life there comes a time when that dream you dream becomes that thing you do.,2500000,25857416,34557416,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Island of Dr. Moreau,1996-08-23,8,PG-13,Horror,96.0,0,The gates of hell are unlocked.,40000000,27682712,27682712,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingpin,1996-07-04,7,PG-13,Comedy,114.0,0,You wouldn't want to meet these pinheads in an alley.,25000000,25023424,32223424,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hunchback of Notre Dame,1996-06-21,6,G,Animation,91.0,1,,100000000,100138851,325500000,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eraser,1996-06-21,6,R,Action,115.0,0,He will erase your past to protect your future.,100000000,101295562,234400000,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Striptease,1996-06-28,6,R,Comedy,115.0,0,Some People Get Into Trouble No Matter What They WEAR.,50000000,33109743,113309743,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Star Trek: First Contact,1996-11-21,11,PG-13,Action,111.0,1,Resistance is futile.,46000000,92027888,150000000,7.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Swingers,1996-10-18,10,R,Comedy,96.0,0,Cocktails first. Questions later.,200000,4505922,6618578,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Escape from L.A.,1996-08-09,8,R,Action,101.0,1,Snake Is Back.,50000000,25426861,25426861,5.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
The Cable Guy,1996-06-10,6,PG-13,Comedy,96.0,0,There's no such thing as free cable.,47000000,60240295,102825796,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Thinner,1996-10-25,10,R,Fantasy,93.0,0,Let the curse fit the crime.,14000000,15171475,15171475,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Nutty Professor,1996-06-26,6,PG-13,Comedy,95.0,1,"Inside Sherman Klump, a party animal is about to break out.",55000000,128814019,273814019,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hamlet,1996-12-25,12,PG-13,Drama,242.0,0,,18000000,4501094,7129670,7.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Ghost and the Darkness,1996-10-11,10,R,Adventure,110.0,0,Prey For The Hunters,55000000,38564422,38564422,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Courage Under Fire,1996-07-04,7,R,Action,116.0,0,A medal for honor. A search for justice. A battle for truth.,46000000,59003384,100833145,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The First Wives Club,1996-09-20,9,PG,Comedy,103.0,0,Don't get mad. Get everything.,30000000,105489203,181489203,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Set It Off,1996-11-06,11,R,Action,123.0,0,It's about crime. It's about payback. It's about survival.,9000000,36049108,36049108,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Executive Decision,1996-03-15,3,R,Action,133.0,0,Fasten your seat belts,55000000,56679192,122079192,6.4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,1996-08-09,8,PG-13,Comedy,113.0,0,Jack Powell is about to tackle his biggest adventure ever... the fifth grade!,45000000,58617334,58617334,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
White Squall,1996-02-02,2,PG-13,Adventure,129.0,0,,38000000,10229300,10229300,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Broken Arrow,1996-02-09,2,R,Action,108.0,0,Prepare to Go Ballistic.,65000000,70645997,148345997,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Emma,1996-08-02,8,PG,Comedy,120.0,0,Cupid is armed and dangerous!,5900000,22231658,37831658,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chain Reaction,1996-08-02,8,PG-13,Action,107.0,0,Reaction Time 8-4-96,55000000,21226204,60209334,5.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Secrets & Lies,1996-05-24,5,R,Comedy,136.0,0,,4500000,13417292,16090874,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Daylight,1996-12-06,12,PG-13,Action,114.0,0,No air. No escape. No time.,80000000,32908290,158908290,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Last Man Standing,1996-09-20,9,R,Action,101.0,0,"In a town with no justice, there is only one law... Every man for himself.",67000000,18115927,18149997,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Ransom,1996-11-08,11,R,Action,121.0,0,Someone is going to pay.,70000000,136492681,308700000,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Beavis and Butt-Head Do America,1996-12-15,12,PG-13,Animation,81.0,0,Coming to a screen bigger than your TV.,12000000,63118386,63118386,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tin Cup,1996-08-16,8,R,Comedy,135.0,0,Golf Pro. Love Amateur.,45000000,53854588,75854588,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Phantom,1996-06-06,6,PG,Action,100.0,0,Slam Evil!,45000000,17220599,17220599,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Fan,1996-08-15,8,R,Action,116.0,0,All fans have a favorite player.  This one has a favorite target.,55000000,18582965,18582965,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eye for an Eye,1996-01-12,1,R,Crime,101.0,0,What do you do when justice fails?,20000000,26792700,26792700,6.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trees Lounge,1996-10-11,10,R,Comedy,95.0,0,,1300000,749741,749741,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Freeway,1996-08-23,8,R,Comedy,102.0,1,Her life is no fairy tale.,3000000,295493,295493,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jingle All the Way,1996-11-15,11,PG,Adventure,89.0,1,"Two Dads, One Toy, No Prisoners.",60000000,60592389,129832389,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
She's the One,1996-08-26,8,R,Comedy,96.0,0,A romantic comedy about two brothers... and the one thing that came between them.,3500000,9482579,13795053,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Shine,1996-01-21,8,PG-13,Biography,105.0,0,A true story of the mystery of music and the miracle of love,5500000,35811509,36675932,7.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maximum Risk,1996-09-13,9,R,Action,101.0,0,The Other Side of Safety.,25000000,14102929,51702929,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Lone Star,1996-06-21,6,R,Drama,135.0,0,John Sayles invites you to return to the scene of the crime.,5000000,12961389,12961389,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Michael Collins,1996-10-25,10,R,Biography,133.0,0,"Ireland, 1916. His Dreams Inspired Hope. His Words Ignited Passion. His Courage Forged A Nation's Destiny.",25000000,11092559,27572844,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Phenomenon,1996-07-05,7,PG,Drama,123.0,0,Some things in life just can't be explained.,32000000,104636382,152036382,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Harriet the Spy,1996-07-10,7,PG,Comedy,100.0,0,On your case!,13000000,26570048,26570048,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Flipper,1996-05-17,5,PG,Adventure,95.0,0,This summer it's finally safe to go back in the water.,25530000,20080020,30593313,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evita,1996-12-14,12,PG,Biography,135.0,0,The Most Anticipated Motion Picture Event of The Year,55000000,50047179,151947179,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Spy Hard,1996-05-24,5,PG-13,Action,81.0,0,All the action. All the women. Half the intelligence.,18000000,26936265,26936265,5.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Marvin's Room,1996-12-18,12,PG-13,Drama,98.0,0,A story about the years that keep us apart... And the moments that bring us together.,23000000,12803305,12803305,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiplicity,1996-07-19,7,PG-13,Comedy,117.0,0,"Sometimes to get more out of life, you have to make more of yourself.",45000000,20133326,20133326,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Everyone Says I Love You,1996-12-06,12,R,Comedy,101.0,0,,20000000,9725847,34600000,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Basquiat,1996-08-09,8,R,Biography,107.0,0,"In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History.",3000000,2962051,2962051,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mrs. Winterbourne,1996-04-19,4,PG-13,Comedy,105.0,0,The story of a girl who is going from filthy to rich,25000000,10039566,10039566,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Glimmer Man,1996-10-04,10,R,Action,91.0,0,Two good cops. One bad situation.,45000000,20404841,36404841,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Up Close & Personal,1996-03-01,3,PG-13,Drama,124.0,0,"Every Day we Have, is One More Than We Deserve.",60000000,51045801,100645801,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Juror,1996-02-02,2,R,Crime,118.0,0,There is no defense.,44000000,22730924,22730924,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Flirting with Disaster,1996-03-22,3,R,Comedy,92.0,0,"A comedy about sex, love, family and other accidents waiting to happen.",7000000,14853474,16149180,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Ghosts of Mississippi,1996-12-20,12,PG-13,Drama,130.0,0,From the director of A FEW GOOD MEN comes a compelling TRUE STORY.,36000000,13052741,13052741,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Extreme Measures,1996-09-27,9,R,Crime,118.0,0,Not all surgery is intended to cure.,38000000,17378193,17378193,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Pallbearer,1996-05-03,5,PG-13,Comedy,98.0,0,Something magical is about to unfold in the most unexpected place.,8000000,5656388,5656388,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Adventures of Pinocchio,1996-07-26,7,G,Adventure,96.0,0,A new angle on the classic tale... And that's no lie!,25000000,15382170,36682170,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
City Hall,1996-02-16,2,R,Drama,111.0,0,It started with a shootout on a rainswept street and ended in a scandal that shattered New York.,40000000,20278055,20278055,6.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mary Reilly,1996-02-23,2,R,Drama,108.0,0,The untold story of Jekyll and Hyde,47000000,5707094,12900000,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
My Fellow Americans,1996-12-20,12,PG-13,Adventure,101.0,0,"A comedy about life, liberty and the pursuit of two ex-presidents.",21500000,22331846,22331846,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Sgt. Bilko,1996-03-29,3,PG,Comedy,93.0,0,All he ever wanted was an honest week's pay for an honest day's work.,39000000,30356589,37956589,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Girl 6,1996-03-22,3,R,Comedy,108.0,0,"A fresh, sassy and sexy comedy!",12000000,4880941,4880941,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Funeral,1996-01-26,11,R,Crime,99.0,0,"One family, one murder, too many lies.",12500000,1212799,1412799,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kansas City,1996-08-16,8,R,Crime,116.0,0,"Kansas City, 1934. Anything could happen here. One night it did.",19000000,1353824,1353824,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Fled,1996-07-19,7,R,Action,98.0,0,See how they run.,30000000,17192205,19892205,5.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Unforgettable,1996-02-23,2,R,Drama,117.0,0,He loved her. He lost her. He won't let her memory die... until it tells him who killed her.,18000000,2483790,2483790,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Game,1997-09-12,9,R,Drama,129.0,0,What do you get for the man who has everything?,50000000,48265581,80369970,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Boogie Nights,1997-09-11,10,R,Drama,155.0,0,"The life of a dreamer, the days of a business, and the nights in between.",15000000,26410771,43111725,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Titanic,1997-11-18,12,PG-13,Drama,194.0,0,Nothing on Earth could come between them.,200000000,674171000,2222759773,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Fifth Element,1997-05-07,5,PG-13,Action,126.0,0,There is no future without it.,95000000,63570862,263892820,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Austin Powers: International Man of Mystery,1997-05-02,5,PG-13,Adventure,94.0,1,"If he were any cooler, he'd still be frozen, baby!",18000000,53883989,67683989,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Good Will Hunting,1997-12-05,12,R,Drama,126.0,0,"Some people can never believe in themselves, until someone believes in them.",10000000,138433435,225925989,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Starship Troopers,1997-11-06,11,R,Action,129.0,1,The only good bug is a dead bug.,105000000,54768952,121100000,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Con Air,1997-06-01,6,R,Action,115.0,0,They were deadly on the ground; Now they have wings,80000000,101117573,224117573,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jackie Brown,1997-12-24,12,R,Crime,154.0,0,Six players on the trail of a half a million in Cash. There's only one question... Who's playing who?,12000000,39673162,74727492,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
L.A. Confidential,1997-09-19,9,R,Crime,138.0,0,Everything is suspect... Everyone is for sale... And nothing is what it seems.,35000000,64604977,126204977,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Contact,1997-07-11,7,PG,Drama,150.0,0,"If it's just us, it seems like an awful waste of space.",90000000,100920329,165900000,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Men in Black,1997-07-02,7,PG-13,Action,98.0,1,Protecting the Earth from the scum of the universe.,90000000,250690539,587790539,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Air Force One,1997-07-25,7,R,Action,124.0,0,The fate of a nation rests on the courage of one man.,85000000,172956409,315268353,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Batman & Robin,1997-06-20,6,PG-13,Action,125.0,1,Strength. Courage. Honor. And loyalty.,125000000,107325195,238317814,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Event Horizon,1997-08-15,8,R,Horror,96.0,0,Infinite Space - Infinite Terror,60000000,26673242,26673954,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Hercules,1997-06-26,6,G,Animation,93.0,0,Zero to Hero!,70000000,99112101,250700000,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lost World: Jurassic Park,1997-05-23,5,PG-13,Action,129.0,1,Something has survived.,75000000,229086679,618638999,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Scream 2,1997-12-09,12,R,Horror,120.0,1,Someone has taken their love of sequels one step too far.,24000000,101363301,172363301,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Face/Off,1997-06-27,6,R,Action,138.0,0,"In order to catch him, he must become him.",80000000,112276146,241199984,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Gattaca,1997-09-07,10,PG-13,Drama,106.0,0,There is no gene for the human spirit.,36000000,12532777,12532777,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Rainmaker,1997-11-18,11,PG-13,Crime,135.0,0,They were totally unqualified to try the case of a lifetime... but every underdog has his day.,40000000,45916769,45916769,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
I Know What You Did Last Summer,1997-10-17,10,R,Horror,101.0,1,"If you're going to bury the truth, make sure it stays buried.",17000000,72250091,125250091,5.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Alien: Resurrection,1997-11-12,11,R,Action,109.0,1,It's already too late.,60000000,47795018,160700000,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Liar Liar,1997-03-21,3,PG-13,Comedy,86.0,0,Trust me.,45000000,181410615,302710615,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Donnie Brasco,1997-02-27,2,R,Biography,127.0,0,Based on a true story.,35000000,41954997,65303052,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Anastasia,1997-11-20,11,G,Animation,94.0,0,Discover the Adventure Behind the Greatest Mystery of Our Time.,53000000,58403409,139801096,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midnight in the Garden of Good and Evil,1997-11-21,11,R,Crime,155.0,0,,35000000,25078937,25078937,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
My Best Friend's Wedding,1997-06-19,6,PG-13,Comedy,105.0,0,It's about finding the love of your life. And deciding what to do about it.,46000000,126813153,298923419,6.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Anaconda,1997-04-11,4,PG-13,Action,89.0,1,When You Can't Breathe You Can't Scream.,45000000,65598907,136998907,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Tomorrow Never Dies,1997-12-11,12,PG-13,Action,119.0,1,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,110000000,125304276,339504276,6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Speed 2: Cruise Control,1997-06-13,6,PG-13,Action,121.0,1,"As the stakes get higher, the ride gets even faster.",110000000,48097081,150468000,3.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Saint,1997-04-03,4,PG-13,Action,116.0,1,Never reveal your name. Never turn your back. Never surrender your heart.,90000000,61363304,169400000,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Full Monty,1997-08-13,8,R,Comedy,91.0,0,The year's most revealing comedy.,3500000,45950122,261249383,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Spawn,1997-07-31,7,PG-13,Action,96.0,0,Born in darkness. Sworn to justice.,40000000,54979992,87949859,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Seven Years in Tibet,1997-09-12,10,PG-13,Adventure,136.0,0,At the end of the world his real journey began.,70000000,37945884,131445884,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Cop Land,1997-08-15,8,R,Crime,105.0,0,No One Is Above The Law.,15000000,44906632,63706632,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
In & Out,1997-09-10,9,PG-13,Comedy,90.0,0,An out-and-out comedy.,35000000,63826569,83226569,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chasing Amy,1997-04-04,4,R,Comedy,113.0,0,It's not who you love. It's how.,250000,12006514,15155095,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Conspiracy Theory,1997-08-07,8,R,Action,135.0,0,What if your most paranoid nightmares had just come true?,80000000,76118990,142783718,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Breakdown,1997-05-02,5,R,Crime,93.0,0,It could happen to you.,36000000,50159144,50159144,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
G.I. Jane,1997-08-22,8,R,Action,125.0,0,Failure is not an option.,50000000,48169156,48169156,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
