month_released,rated,genre,runtime_minutes,belongs_to_collection,production_budget_usd,domestic_gross_usd,worldwide_gross_usd,imdb_score,dir_acted,dir_animation_dept,dir_art_dept,dir_art_dir,dir_assistant_dir,dir_camera_dept,dir_casting_dept,dir_casting_dir,dir_cinematographer,dir_composer,dir_costume_designer,dir_editor,dir_editorial_dept,dir_location_management,dir_makeup_dept,dir_music_artist,dir_music_dept,dir_producer,dir_production_designer,dir_production_manager,dir_script_dept,dir_sound_dept,dir_soundtrack,dir_special_effects,dir_stunts,dir_visual_effects,dir_writer,non_dom_gross_usd,title_length,worldwide_roi,domestic_roi,non_dom_roi,success_level_ww
6,PG,Adventure,96.0,0,22700000,38119483,38119483,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,0.6792723788546255,0.6792723788546255,-1.0,1
3,R,Action,109.0,1,15000000,65192350,120192350,7.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55000000,13,7.012823333333333,3.3461566666666664,2.6666666666666665,2
9,R,Drama,119.0,0,14000000,156645693,320099997,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,163454304,16,21.8642855,10.188978071428572,10.67530742857143,2
9,R,Horror,94.0,1,1000000,14564000,14575148,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11148,10,13.575148,13.564,-0.988852,2
11,R,Action,101.0,0,30000000,38122000,38122000,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0.2707333333333333,0.2707333333333333,-1.0,1
12,R,Crime,126.0,1,16500000,43848100,43848100,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,1.657460606060606,1.657460606060606,-1.0,2
5,R,Action,100.0,1,20000000,153665036,276665036,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,123000000,20,12.8332518,6.6832518,5.15,2
7,PG,Action,90.0,1,17000000,14522355,36700000,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,22177645,32,1.1588235294117648,-0.14574382352941176,0.3045673529411765,2
3,R,Comedy,84.0,1,3500000,5923044,5927557,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4513,12,0.6935877142857143,0.6922982857142858,-0.9987105714285714,1
7,PG,Action,130.0,1,40000000,51185000,191199996,6.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140014996,20,3.7799999,0.279625,2.5003749,2
11,PG-13,Biography,163.0,0,25000000,43984987,44005435,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20448,16,0.7602174,0.75939948,-0.99918208,1
7,PG-13,Biography,108.0,0,6500000,54215416,54215416,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,7.34083323076923,7.34083323076923,-1.0,2
1,R,Drama,140.0,0,2600000,3147950,3305831,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,157881,7,0.2714734615384615,0.21075,-0.9392765384615385,1
5,R,Fantasy,92.0,1,3500000,14000000,14000000,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,3.0,3.0,-1.0,2
11,PG,Comedy,95.0,1,3000000,7888000,7888000,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13,1.6293333333333333,1.6293333333333333,-1.0,2
5,PG-13,Action,107.0,0,40000000,14375181,14375181,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,-0.640620475,-0.640620475,-1.0,0
1,PG,Comedy,88.0,0,16000000,14792779,14792779,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,-0.0754513125,-0.0754513125,-1.0,0
3,R,Action,87.0,0,4000000,800000,800000,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,-0.8,-0.8,-1.0,0
11,PG,Biography,157.0,0,29000000,5899797,25899797,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20000000,11,-0.10690355172413793,-0.796558724137931,-0.3103448275862069,0
1,R,Action,90.0,1,350000,4000000,4000000,4.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,10.428571428571429,10.428571428571429,-1.0,2
3,R,Comedy,78.0,0,100000,5228617,5228617,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17,51.28617,51.28617,-1.0,2
5,R,Action,92.0,0,10000000,3000000,3000000,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,-0.7,-0.7,-1.0,0
7,R,Action,132.0,1,28000000,81675242,139434346,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,57759104,8,3.9797980714285712,1.9169729285714285,1.062825142857143,2
7,R,Action,126.0,0,30000000,38413606,81613606,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43200000,12,1.7204535333333333,0.28045353333333334,0.44,2
3,PG,Comedy,92.0,0,15000000,73839613,74456266,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,616653,11,3.9637510666666667,3.922640866666667,-0.9588898,2
6,PG,Comedy,104.0,0,18000000,114968774,151665347,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36696573,3,7.425852611111111,5.387154111111111,1.0386985,2
12,R,Drama,133.0,0,25000000,172825435,412800000,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,239974565,8,15.512,5.9130174,8.5989826,2
11,R,Action,94.0,0,4000000,13000000,13001044,7.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1044,9,2.250261,2.25,-0.999739,2
10,R,Comedy,104.0,0,6000000,12793213,12793213,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1.1322021666666666,1.1322021666666666,-1.0,2
12,PG,Comedy,107.0,0,15000000,111936388,216600000,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,104663612,5,13.44,6.462425866666667,5.977574133333333,2
7,R,Comedy,104.0,0,20000000,78222753,78222753,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,2.91113765,2.91113765,-1.0,2
8,R,Action,107.0,1,13000000,44726644,44726644,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,2.440511076923077,2.440511076923077,-1.0,2
2,R,Action,92.0,1,1500000,11806119,11806119,6.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,6.870746,6.870746,-1.0,2
8,R,Drama,164.0,0,7000000,8373585,8373585,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0.19622642857142858,0.19622642857142858,-1.0,1
11,G,Animation,69.0,1,12300000,48092846,81972846,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33880000,20,5.6644590243902435,2.909987479674797,1.754471544715447,2
5,R,Action,102.0,1,58000000,53715611,188715611,5.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000000,9,2.2537174310344827,-0.07386877586206897,1.3275862068965518,2
12,R,Drama,119.0,0,14000000,34700000,34700000,7.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,1.4785714285714286,1.4785714285714286,-1.0,2
8,R,Horror,93.0,1,13000000,49369899,49369899,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45,2.7976845384615383,2.7976845384615383,-1.0,2
10,R,Horror,88.0,1,5000000,17768757,17768757,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,40,2.5537514,2.5537514,-1.0,2
11,PG-13,Comedy,101.0,0,32000000,59450353,59450796,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,443,8,0.857837375,0.85782353125,-0.99998615625,1
6,PG,Horror,98.0,1,9500000,14114000,14114000,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15,0.4856842105263158,0.4856842105263158,-1.0,1
2,R,Comedy,121.0,0,6000000,14545844,14545844,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,1.4243073333333334,1.4243073333333334,-1.0,2
7,R,Action,97.0,1,3000000,7282851,7282851,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,1.427617,1.427617,-1.0,2
2,R,Action,96.0,0,7000000,20257000,20257000,5.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1.893857142857143,1.893857142857143,-1.0,2
4,R,Drama,107.0,0,25000000,16118077,16118077,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,-0.35527692,-0.35527692,-1.0,0
4,PG-13,Fantasy,113.0,0,4700000,1705139,1705139,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,-0.6372044680851063,-0.6372044680851063,-1.0,0
12,R,Drama,110.0,0,4000000,3468572,3468572,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,-0.132857,-0.132857,-1.0,0
5,PG-13,Action,127.0,1,48000000,197171806,474171806,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,277000000,34,8.878579291666666,3.107745958333333,4.770833333333333,2
5,R,Action,114.0,1,10000000,30050028,30050028,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2.0050028,2.0050028,-1.0,2
6,PG-13,Action,126.0,1,35000000,251188924,411348924,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,160160000,6,10.7528264,6.1768264,3.576,2
6,PG,Comedy,128.0,0,16400000,95860116,239500000,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,143639884,18,13.603658536585366,4.845129024390244,7.758529512195122,2
8,PG-13,Adventure,140.0,0,70000000,54243125,54243441,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,316,9,-0.2250937,-0.22509821428571428,-0.9999954857142858,0
11,PG,Adventure,108.0,1,40000000,118450002,331971868,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,213521866,26,7.2992967,1.96125005,4.33804665,2
6,R,Comedy,120.0,0,6000000,26004026,26051502,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,47476,18,3.341917,3.334004333333333,-0.9920873333333333,2
8,R,Drama,100.0,0,1200000,24741667,36741667,7.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12000000,24,29.618055833333333,19.618055833333333,9.0,2
4,R,Comedy,107.0,1,11000000,49793054,49793054,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3.526641272727273,3.526641272727273,-1.0,2
4,R,Fantasy,103.0,1,11500000,57469179,57469850,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,671,12,3.9973782608695654,3.9973199130434782,-0.9999416521739131,2
12,R,Action,104.0,0,55000000,63408614,63408614,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.1528838909090909,0.1528838909090909,-1.0,1
12,R,Biography,145.0,0,14000000,70001698,70001698,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26,4.000121285714286,4.000121285714286,-1.0,2
12,R,Biography,122.0,0,18000000,26828365,26828365,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0.4904647222222222,0.4904647222222222,-1.0,1
11,R,Comedy,116.0,0,30000000,60857262,95857262,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,35000000,13,2.1952420666666668,1.0285754,0.16666666666666666,2
8,R,Action,109.0,0,24000000,22099847,22099847,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,-0.07917304166666667,-0.07917304166666667,-1.0,0
7,PG-13,Comedy,97.0,0,5000000,6157157,6157157,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.2314314,0.2314314,-1.0,1
6,PG,Action,107.0,1,30000000,52210049,70200000,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17989951,31,1.34,0.7403349666666666,-0.4003349666666667,2
9,R,Action,97.0,1,1500000,14533681,14533681,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8.689120666666666,8.689120666666666,-1.0,2
9,R,Action,125.0,0,30000000,45892212,133892212,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,88000000,10,3.4630737333333332,0.5297404,1.9333333333333333,2
3,PG,Adventure,105.0,0,18000000,7190505,7190505,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,-0.6005275,-0.6005275,-1.0,0
12,PG,Drama,99.0,0,7500000,106593296,106593296,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18,13.212439466666666,13.212439466666666,-1.0,2
10,R,Horror,96.0,1,6000000,11642254,11642254,5.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0.9403756666666667,0.9403756666666667,-1.0,1
9,R,Crime,113.0,0,19000000,58571513,110879513,6.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52308000,11,4.835763842105263,2.0827112105263157,1.7530526315789474,2
11,PG-13,Action,137.0,0,9000000,10161099,10176701,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15602,7,0.13074455555555556,0.129011,-0.9982664444444445,1
7,R,Adventure,100.0,1,5000000,14343976,14343976,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48,1.8687952,1.8687952,-1.0,2
3,PG,Comedy,124.0,0,15000000,10763469,10763469,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-0.2824354,-0.2824354,-1.0,0
12,PG-13,Comedy,106.0,0,20000000,10555348,10555348,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15,-0.4722326,-0.4722326,-1.0,0
2,R,Action,102.0,1,2300000,28950,28950,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,-0.9874130434782609,-0.9874130434782609,-1.0,0
6,R,Action,113.0,0,65000000,119394839,261399830,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,142004991,12,3.021535846153846,0.8368436769230769,1.1846921692307693,2
3,R,Comedy,119.0,0,14000000,178406268,432566361,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,254160093,12,29.897597214285714,11.743304857142856,17.154292357142857,2
11,PG,Comedy,103.0,1,15000000,285761243,476680911,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,190919668,10,30.7787274,18.050749533333335,11.727977866666667,2
7,PG-13,Drama,127.0,0,22000000,217631306,517599988,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,299968682,5,22.527272181818184,8.892332090909091,12.63494009090909,2
11,PG-13,Adventure,181.0,0,19000000,184208842,424208805,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,239999963,18,21.326779210526315,8.695202210526316,11.631577,2
1,PG-13,Comedy,96.0,1,10000000,16667084,16667391,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,307,7,0.6667391,0.6667084,-0.9999693,1
7,R,Action,124.0,1,70000000,117323878,239813888,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,122490010,10,2.4259126857142856,0.6760554,0.7498572857142857,2
12,PG-13,Action,111.0,1,26000000,91457688,202000000,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110542312,16,6.769230769230769,2.5176033846153847,3.2516273846153845,2
3,PG,Action,93.0,1,13500000,135265915,202000000,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,66734085,28,13.962962962962964,9.019697407407408,3.9432655555555556,2
12,PG-13,Drama,105.0,0,20000000,53976987,53980220,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3233,19,1.699011,1.69884935,-0.99983835,2
3,PG,Action,135.0,1,30000000,120709866,200500000,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,79790134,24,5.683333333333334,3.0236622,1.6596711333333334,2
6,PG,Action,105.0,0,47000000,103738726,162738726,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,59000000,10,2.462526085106383,1.2072069361702127,0.2553191489361702,2
12,PG-13,Biography,121.0,0,29000000,51636504,51636504,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0.7805691034482759,0.7805691034482759,-1.0,1
11,R,Action,108.0,1,35000000,28317513,54768418,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26450905,10,0.5648119428571429,-0.1909282,-0.24425985714285714,1
5,PG,Adventure,118.0,1,40000000,88055283,244087259,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,156031976,27,5.102181475,1.201382075,2.9007994,2
7,PG-13,Comedy,109.0,0,31000000,53208180,53208180,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0.7163929032258064,0.7163929032258064,-1.0,1
6,PG-13,Action,107.0,0,60000000,82670733,157670733,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75000000,15,1.62784555,0.37784555,0.25,2
6,PG-13,Comedy,106.0,1,50000000,41476097,41476097,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,-0.17047806,-0.17047806,-1.0,0
11,R,Horror,84.0,1,13000000,26904572,34166572,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7262000,14,1.6281978461538462,1.0695824615384615,-0.4413846153846154,2
8,R,Drama,115.0,0,26000000,61308153,61308153,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,1.3580058846153846,1.3580058846153846,-1.0,2
10,PG-13,Action,119.0,0,20000000,21413105,21413105,6.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0.07065525,0.07065525,-1.0,1
10,R,Horror,92.0,0,4200000,5835247,5835247,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0.38934452380952383,0.38934452380952383,-1.0,1
7,R,Action,104.0,0,49000000,20423389,20423389,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,31,-0.5831961428571428,-0.5831961428571428,-1.0,0
9,R,Action,91.0,0,7000000,4372561,4372561,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,-0.3753484285714286,-0.3753484285714286,-1.0,0
8,R,Drama,129.0,0,10000000,16153000,16153000,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,0.6153,0.6153,-1.0,1
8,PG-13,Comedy,98.0,0,430000,2938000,2938000,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,5.832558139534884,5.832558139534884,-1.0,2
4,PG,Adventure,100.0,0,3000000,15000000,15000000,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,4.0,4.0,-1.0,2
7,R,Action,137.0,1,100000000,203464105,515376182,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,311912077,26,4.15376182,1.03464105,2.11912077,2
7,R,Action,122.0,0,24000000,43218387,83531958,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,40313571,11,2.48049825,0.800766125,0.679732125,2
2,R,Crime,118.0,1,20000000,130726716,275726716,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,145000000,24,12.7863358,5.5363358,6.25,2
12,PG,Adventure,142.0,0,70000000,119654823,300854823,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,181200000,4,3.2979260428571426,0.7093546142857143,1.5885714285714285,2
7,R,Crime,112.0,0,6500000,56190094,56215095,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25001,15,7.648476153846154,7.644629846153846,-0.9961536923076924,2
11,R,Crime,128.0,0,35000000,79091969,182291969,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,103200000,9,4.208341971428571,1.2597705428571428,1.9485714285714286,2
11,PG-13,Comedy,99.0,1,30000000,113502246,191502243,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77999997,17,5.3834081,2.7834082,1.5999999,2
6,PG-13,Action,143.0,0,50000000,165493908,390500000,6.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225006092,29,6.81,2.30987816,3.50012184,2
3,R,Biography,140.0,0,40000000,34416893,34469241,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,52348,9,-0.138268975,-0.139577675,-0.9986913,0
11,G,Animation,84.0,1,20000000,206333165,438656843,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232323678,20,20.93284215,9.31665825,10.6161839,2
12,PG-13,Drama,130.0,0,11000000,81204830,81204830,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,6.382257272727273,6.382257272727273,-1.0,2
12,R,Drama,189.0,0,40000000,70405498,205400000,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,134994502,3,4.135,0.76013745,2.37486255,2
11,PG,Comedy,102.0,1,16500000,58011485,58011485,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2.515847575757576,2.515847575757576,-1.0,2
7,PG,Adventure,93.0,1,20000000,37537675,37540012,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2337,26,0.8770006,0.87688375,-0.99988315,1
9,R,Comedy,137.0,0,24000000,41798224,41798224,7.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0.7415926666666667,0.7415926666666667,-1.0,1
1,PG-13,Adventure,102.0,1,11000000,2000000,2000000,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,25,-0.8181818181818182,-0.8181818181818182,-1.0,0
12,PG,Action,110.0,1,27000000,74888996,96900000,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,22011004,38,2.588888888888889,1.7736665185185185,-0.18477762962962963,2
9,R,Drama,104.0,0,2500000,6401336,6402775,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1439,20,1.56111,1.5605344,-0.9994244,2
